director_name,num_critic_for_reviews,director_likes,actor_3_name,actor_3_likes,actor_2_name,actor_2_likes,actor_1_name,actor_1_likes,gross,Movie Name,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_likes
Renny Harlin,120,212,Toby Hemingway,637,Kyle Schmid,917,Laura Ramsey,960,23292105,The CovenantÂ ,39541,3261,334,English,USA,PG-13,20000000,2006,5.3,2.35,3000
Jessica Bendinger,90,31,John Patrick Amedori,733,Vanessa Lengies,804,Jeff Bridges,12000,26870825,Stick ItÂ ,22604,14903,124,English,Germany,PG-13,,2006,6.4,1.85,0
Robert Rodriguez,103,0,Jake Short,470,Leo Howard,570,Jimmy Bennett,87000,20916309,ShortsÂ ,5332,88422,37,English,USA,PG,40000000,2009,4.9,1.85,431
Gus Van Sant,59,835,Holland Taylor,458,Wayne Knight,967,Kurtwood Smith,1000,21200000,To Die ForÂ ,34774,3598,162,English,USA,R,20000000,1995,6.8,1.85,1000
Henry Joost,86,24,Emily Meade,374,Marc John Jefferies,441,Samira Wiley,646,28876924,NerveÂ ,4303,1780,35,English,USA,PG-13,20000000,2016,7.1,,0
Ed Harris,190,0,Tom Bower,107,James Gammon,311,Viggo Mortensen,10000,20207003,AppaloosaÂ ,50198,10507,202,English,USA,R,,2008,6.8,2.35,0
John Carpenter,114,0,Maximilian Schell,877,Cary-Hiroyuki Tagawa,1000,Sheryl Lee,2000,20241395,VampiresÂ ,42664,5123,403,English,USA,R,20000000,1998,6.1,2.35,0
,6,,,,,,Pablo Sevilla,0,,Yu-Gi-Oh! Duel MonstersÂ             ,12417,0,51,Japanese,Japan,,,,7,,124
Alfred Hitchcock,290,13000,John Gavin,285,Vera Miles,332,Janet Leigh,606,32000000,PsychoÂ ,422432,1885,1040,English,USA,R,806947,1960,8.5,1.85,18000
Howard Deutch,80,41,Riki Lindhome,490,Taran Killam,500,Dane Cook,1000,19151864,My Best Friend's GirlÂ ,36983,3301,100,English,USA,R,40000000,2008,5.9,1.85,0
Shana Feste,98,19,Rhys Wakefield,942,Bruce Greenwood,989,Alex Pettyfer,15000,23393765,Endless LoveÂ ,31323,18760,76,English,USA,PG-13,20000000,2014,6.3,2.35,0
Garry Marshall,88,0,Jane Fonda,949,Zachary Gordon,975,Hector Elizondo,995,18882880,Georgia RuleÂ ,20539,4039,125,English,USA,R,20000000,2007,5.9,2.35,681
Steve Rash,13,15,Billy Barty,281,Adam Arkin,374,Mako,691,8500000,Under the RainbowÂ ,2061,1761,34,English,USA,PG,20000000,1981,5.4,1.78,501
Richard Donner,52,503,Leo McKern,83,John Wood,92,Matthew Broderick,2000,,LadyhawkeÂ ,33597,2251,185,English,USA,PG-13,20000000,1985,7,2.35,0
Mark Steven Johnson,60,160,Dana Ivey,271,Jan Hooks,367,Oliver Platt,1000,18252684,Simon BirchÂ ,18366,1816,219,English,USA,PG,30000000,1998,6.9,1.85,0
Mike Binder,154,57,John de Lancie,905,Don Cheadle,3000,Adam Sandler,11000,19661987,Reign Over MeÂ ,83786,17050,231,English,USA,R,20000000,2007,7.5,2.35,0
Sean Penn,274,0,Hal Holbrook,826,William Hurt,882,Kristen Stewart,17000,18352454,Into the WildÂ ,426359,18752,760,English,USA,R,15000000,2007,8.2,2.35,76000
Todd Phillips,110,480,Jacinda Barrett,579,Sarah Silverman,931,Jon Heder,970,17803796,School for ScoundrelsÂ ,26100,4374,97,English,USA,PG-13,20000000,2006,5.9,2.35,484
Michael J. Bassett,173,83,Martin Donovan,206,Deborah Kara Unger,494,Radha Mitchell,991,17529157,Silent Hill: Revelation 3DÂ ,49888,2173,220,English,France,R,20000000,2012,5,2.35,25000
Robert Rodriguez,165,0,Cheech Marin,844,Salma Hayek,4000,Quentin Tarantino,16000,25753840,From Dusk Till DawnÂ ,219091,23296,592,English,USA,R,19000000,1996,7.3,1.85,12000
Frank Nissen,45,0,John Fiedler,253,Brenda Blethyn,286,Kath Soucie,304,18081626,Pooh's Heffalump MovieÂ ,4180,861,32,English,USA,G,20000000,2005,6.4,1.85,264
Jodie Foster,45,0,Steve Guttenberg,801,Holly Hunter,1000,Robert Downey Jr.,21000,17518220,Home for the HolidaysÂ ,9105,25263,76,English,USA,PG-13,20000000,1995,6.6,1.85,0
Stephen Chow,377,0,Qiu Yuen,59,Chi Ling Chiu,62,Shengyi Huang,264,17104669,Kung Fu HustleÂ ,99353,537,354,Cantonese,Hong Kong,R,20000000,2004,7.8,2.35,0
,,,Sharon Lawrence,215,Mark Feuerstein,417,Leah Remini,909,,Fired UpÂ             ,114,1557,6,English,USA,,,,6.7,1.33,4
Peter Hastings,43,0,Stephen Root,939,Alex Rocco,968,Haley Joel Osment,3000,16988996,The Country BearsÂ ,3875,8189,75,English,USA,G,35000000,2002,4,1.85,422
Marc Forster,201,395,Khalid Abdalla,161,Shaun Toub,206,Mustafa Haidari,283,15797907,The Kite RunnerÂ ,68119,904,230,Dari,USA,PG-13,20000000,2007,7.6,2.35,0
Alejandro G. IÃ±Ã¡rritu,192,0,Danny Huston,430,Eddie Marsan,979,Naomi Watts,6000,16248701,21 GramsÂ ,189683,7567,559,English,USA,R,20000000,2003,7.7,1.85,0
Paul Abascal,77,2,Kelly Carlson,472,Tom Hollander,555,Cole Hauser,787,15712072,PaparazziÂ ,13210,2915,138,English,USA,PG-13,20000000,2004,5.8,2.35,269
Catherine Hardwicke,350,308,Anna Kendrick,10000,Taylor Lautner,12000,Kristen Stewart,17000,191449475,TwilightÂ ,348010,44061,1535,English,USA,PG-13,37000000,2008,5.2,2.35,19000
Chris Koch,81,13,James Brolin,499,Lochlyn Munro,555,Thomas Lennon,651,15408822,A Guy ThingÂ ,14147,2698,92,English,USA,PG-13,20000000,2003,5.6,1.85,401
Amy Heckerling,81,143,Zak Orth,153,Robert Miano,216,Andy Dick,302,15464026,LoserÂ ,23076,1189,158,English,USA,PG-13,20000000,2000,5.3,1.85,1000
Michael Moore,222,909,Bernie Sanders,173,Michael Moore,909,Ronald Reagan,1000,14359793,Capitalism: A Love StoryÂ ,35137,2327,188,English,USA,R,,2009,7.4,1.85,10000
George Stevens,27,126,JosÃ© Ferrer,202,Carroll Baker,208,Martin Landau,940,8000000,The Greatest Story Ever ToldÂ ,6484,1934,100,English,USA,G,20000000,1965,6.6,2.76,1000
Billy Ray,155,53,Joe Cole,233,Michael Kelly,963,Julia Roberts,8000,,Secret in Their EyesÂ ,20186,9941,81,English,USA,PG-13,19500000,2015,6.2,2.35,0
Jason Friedberg,111,82,Ike Barinholtz,329,Tony Cox,624,Carmen Electra,869,14174654,Disaster MovieÂ ,74945,2857,359,English,USA,PG-13,25000000,2008,1.9,1.85,0
NimrÃ³d Antal,107,190,Lorna Raver,163,Fred Ward,459,Andrew Fiscella,137000,15988876,ArmoredÂ ,26236,137712,110,English,USA,PG-13,27000000,2009,5.7,2.35,0
Jon Amiel,34,36,Joanne Whalley,507,Peter Gallagher,828,Bill Murray,13000,13801755,The Man Who Knew Too LittleÂ ,23928,15183,100,English,USA,PG,20000000,1997,6.6,1.85,0
Mark Mylod,151,20,Ed Begley Jr.,783,Ari Graynor,904,Chris Evans,11000,13987482,What's Your Number?Â ,58957,15713,91,English,USA,R,20000000,2011,6,1.85,0
James Mather,289,4,Jacky Ido,80,Vincent Regan,447,Joseph Gilgun,788,14291570,LockoutÂ ,82082,1414,236,English,France,PG-13,20000000,2012,6.1,2.35,10000
Barry Levinson,76,272,Sam Lerner,62,Ariel Gade,87,Amy Poehler,1000,12181484,EnvyÂ ,26390,1189,176,English,USA,PG-13,40000000,2004,4.8,1.85,713
Mark Neveldine,150,83,David Carradine,926,Clifton Collins Jr.,968,Jason Statham,26000,13630226,Crank: High VoltageÂ ,112516,30541,223,English,USA,R,20000000,2009,6.2,1.85,0
Woody Allen,67,11000,Dianne Wiest,967,Chazz Palminteri,979,Jim Broadbent,1000,13383737,Bullets Over BroadwayÂ ,29385,4302,86,English,USA,R,20000000,1994,7.5,1.85,979
Michael O. Sajbel,36,6,Nimrat Kaur,85,Tiffany Dupont,249,James Callis,541,13391174,One Night with the KingÂ ,5796,908,177,English,USA,PG,20000000,2006,6.3,2.35,0
Phillip Noyce,149,176,Holmes Osborne,83,Tzi Ma,268,Brendan Fraser,3000,12987647,The Quiet AmericanÂ ,24019,3431,199,English,UK,R,30000000,2002,7.1,2.35,983
Gore Verbinski,156,563,Michael Rispoli,385,Hope Davis,442,Nicolas Cage,12000,12469811,The Weather ManÂ ,69172,13156,316,English,USA,R,22000000,2005,6.6,1.85,0
Walter Hill,64,394,Jon Seda,565,Wes Studi,855,Fisher Stevens,922,12398628,UndisputedÂ ,21542,2880,88,English,USA,R,20000000,2002,6.1,2.35,977
David Koepp,210,192,Jordan Carlos,31,Dequina Moore,41,Aasif Mandvi,346,13214030,Ghost TownÂ ,60516,500,147,English,USA,PG-13,20000000,2008,6.7,1.85,0
Renny Harlin,113,212,Nick Gomez,347,Ashley Scott,794,Taylor Cole,969,12232937,12 RoundsÂ ,22823,2799,113,English,USA,PG-13,22000000,2009,5.6,2.35,0
Matt Reeves,390,198,Kodi Smit-McPhee,884,Dylan Minnette,1000,ChloÃ« Grace Moretz,17000,12134420,Let Me InÂ ,92237,20258,366,English,UK,R,20000000,2010,7.2,2.35,25000
Charles T. Kanganis,5,18,Don Stark,181,Dustin Nguyen,220,Victor Wong,400,11784000,3 Ninjas Kick BackÂ ,6701,1151,26,English,USA,PG,20000000,1994,4.3,1.85,444
Michel Gondry,248,1000,Melonie Diaz,270,Mia Farrow,563,Quinton Aaron,734,11169531,Be Kind RewindÂ ,79855,1778,235,English,UK,PG-13,20000000,2008,6.4,2.35,0
Stephen Frears,137,350,Sarah Solemani,99,Christopher Guest,378,Bob Hoskins,5000,11034436,Mrs Henderson PresentsÂ ,13505,5637,180,English,UK,R,20000000,2005,7.1,1.85,0
John Hillcoat,214,214,Clifton Collins Jr.,968,Norman Reedus,12000,Kate Winslet,14000,12626905,Triple 9Â ,32567,27214,106,English,USA,R,20000000,2016,6.3,2.35,0
Woody Allen,104,11000,Judy Davis,223,Lynn Cohen,474,Woody Allen,11000,10569071,Deconstructing HarryÂ ,35586,11867,131,English,USA,R,20000000,1997,7.4,1.85,0
Damon Santostefano,81,4,David Ramsey,677,Oliver Platt,1000,Matthew Perry,2000,10544143,Three to TangoÂ ,16372,4843,121,English,Australia,PG-13,20000000,1999,6.1,1.37,311
John Wells,175,53,Riccardo Scamarcio,580,Omar Sy,1000,Bradley Cooper,14000,13650738,BurntÂ ,61360,16926,129,English,USA,R,20000000,2015,6.6,2.35,25000
Neil Jordan,20,277,James Russo,383,Demi Moore,2000,Robert De Niro,22000,10555348,We're No AngelsÂ ,17349,24887,42,English,USA,PG-13,20000000,1989,6,2.35,855
Woody Allen,69,11000,Jeff DeRocker,2,Gaby Hoffmann,612,Natasha Lyonne,1000,9714482,Everyone Says I Love YouÂ ,30083,1614,140,English,USA,R,20000000,1996,6.8,1.85,0
Frank Oz,168,0,Kris Marshall,548,Ewen Bremner,557,Peter Dinklage,22000,8579684,Death at a FuneralÂ ,89547,24324,199,English,USA,R,9000000,2007,7.4,1.85,0
James Wan,166,0,Edi Gathegi,725,Kelly Preston,742,Aisha Tyler,856,9525276,Death SentenceÂ ,60156,3309,299,English,USA,R,20000000,2007,6.8,2.35,0
Kirk Jones,160,52,Brendan Sexton III,148,James Frain,1000,Robert De Niro,22000,8855646,Everybody's FineÂ ,49855,23409,117,English,USA,PG-13,21000000,2009,7.2,2.35,10000
Bob Clark,32,84,Peter Wingfield,177,Vanessa Angel,384,Scott Baio,650,9109322,Superbabies: Baby Geniuses 2Â ,25371,1343,129,English,Germany,PG,20000000,2004,1.9,2.35,0
Les Mayfield,72,10,Gigi Rice,69,Susie Essman,99,Miguel Ferrer,688,8326035,The ManÂ ,21933,1019,76,English,Germany,PG-13,33000000,2005,5.5,1.85,676
Les Mayfield,53,10,Cedric the Entertainer,436,Will Patton,537,Callum Rennie,716,8104069,Code Name: The CleanerÂ ,9785,2700,26,English,USA,PG-13,20000000,2007,4.5,1.85,233
Michael Lembeck,76,54,Dash Mihok,463,Nia Vardalos,567,Debbie Reynolds,786,8054280,Connie and CarlaÂ ,6838,2730,117,English,USA,PG-13,20000000,2004,6.3,1.85,924
Bob Fosse,15,189,Ben Vereen,388,Ricardo Montalban,641,Sammy Davis Jr.,683,,Sweet CharityÂ ,3454,2172,64,English,USA,G,20000000,1969,7,2.35,548
Paul Thomas Anderson,401,0,Serena Scott Thomas,175,Katherine Waterston,178,Martin Dew,204,8093318,Inherent ViceÂ ,61935,707,242,English,USA,R,20000000,2014,6.7,1.85,18000
Dave Borthwick,31,3,Jon Stewart,593,Kylie Minogue,690,Jimmy Fallon,787,7382993,DoogalÂ ,3851,2185,114,English,USA,G,20000000,2006,2.8,1.85,346
Benson Lee,65,9,Laz Alonso,826,Caity Lotz,941,Chris Brown,997,8888355,Battle of the YearÂ ,7894,3177,25,English,USA,PG-13,20000000,2013,5,1.85,0
,26,,Scott Wolf,376,Eric McCormack,440,LeVar Burton,1000,,PerceptionÂ             ,15612,2240,29,English,USA,TV-14,,,7.5,16,0
David Zucker,45,119,Gary Coleman,633,Geoffrey Arend,816,Chriss Anglin,885,7001720,An American CarolÂ ,8560,2907,205,English,USA,PG-13,12000000,2008,4.3,2.35,797
Robert Rodriguez,260,0,Marko Zaror,99,DemiÃ¡n Bichir,749,Alexa PenaVega,2000,7268659,Machete KillsÂ ,59248,2848,164,English,Russia,R,20000000,2013,5.6,1.85,48000
Glen Morgan,129,17,Jackie Burroughs,86,Ty Olsson,429,Laura Harring,669,6852144,WillardÂ ,15169,1267,213,English,Canada,PG-13,22000000,2003,6.2,2.35,0
Fred Wolf,58,29,Jeff Garlin,522,Ashley Scott,794,Kevin Alejandro,1000,6563357,Strange WildernessÂ ,18571,4218,120,English,USA,R,20000000,2008,5.3,2.35,847
Mike Leigh,103,608,Lesley Manville,149,Dexter Fletcher,452,Jim Broadbent,1000,6201757,Topsy-TurvyÂ ,10037,1690,202,English,UK,R,10000000,1999,7.4,1.66,608
Alejandro Monteverde,45,38,Michael Rapaport,975,Cary-Hiroyuki Tagawa,1000,Tom Wilkinson,1000,6420319,Little BoyÂ ,15978,5705,122,English,Mexico,PG-13,20000000,2015,7.4,2.35,15000
David Cronenberg,345,0,Sarah Gadon,691,Viggo Mortensen,10000,Michael Fassbender,13000,5702083,A Dangerous MethodÂ ,80617,23755,190,English,UK,R,15000000,2011,6.5,1.85,36000
Richard Linklater,232,0,Rory Cochrane,407,Keanu Reeves,18000,Robert Downey Jr.,21000,5480996,A Scanner DarklyÂ ,89383,39507,293,English,USA,R,8700000,2006,7.1,1.85,0
Michael Apted,116,150,Leven Rambin,956,Abigail Spencer,1000,Gerard Butler,18000,6002756,Chasing MavericksÂ ,24997,21200,75,English,USA,PG,20000000,2012,7.2,1.85,13000
Uwe Boll,148,892,Karin Konoval,81,Darren Shahlavi,294,Catherine Lough Haggquist,310,5132655,Alone in the DarkÂ ,37626,838,521,English,Canada,R,20000000,2005,2.3,2.35,1000
Todd Graff,79,650,Ryan Donowho,181,Charlie Saxton,224,Scott Porter,690,5205343,BandslamÂ ,11958,1573,39,English,USA,PG,20000000,2009,6.4,2.35,1000
Jonathan Glazer,167,143,Danny Huston,430,Anne Heche,681,Cameron Bright,829,5005883,BirthÂ ,29649,2295,361,English,USA,R,20000000,2004,6.1,1.85,0
J.C. Chandor,350,78,Albert Brooks,745,Ashley Williams,969,David Oyelowo,1000,5749134,A Most Violent YearÂ ,45799,3979,180,English,USA,R,20000000,2014,7,2.35,0
Paul Gross,25,329,Caroline Dhavernas,544,Michael Greyeyes,912,Landon Liboiron,1000,,PasschendaeleÂ ,6904,3493,102,English,Canada,R,20000000,2008,6.5,2.35,971
Marc Abraham,99,18,Victoria Learn,9,Bill Lake,18,Dylan Authors,20,4234040,Flash of GeniusÂ ,14301,64,45,English,USA,PG-13,20000000,2008,7,2.35,0
Todd Haynes,231,162,Tyrone Benskin,228,Heath Ledger,13000,Christian Bale,23000,4001121,I'm Not There.Â ,48346,36398,230,English,USA,R,20000000,2007,7,2.35,0
Mabrouk El Mechri,119,19,Ã“scar Jaenada,619,Bruce Willis,13000,Henry Cavill,15000,3749061,The Cold Light of DayÂ ,28629,30134,113,English,USA,PG-13,20000000,2012,4.9,2.35,0
Rian Johnson,182,0,Nora Zehetner,446,Maximilian Schell,877,Zachary Gordon,975,3519627,The Brothers BloomÂ ,41737,3014,105,English,USA,PG-13,20000000,2008,6.9,2.35,0
Charlie Kaufman,245,0,Samantha Morton,631,Jennifer Jason Leigh,1000,Philip Seymour Hoffman,22000,3081925,"Synecdoche, New YorkÂ ",55842,24732,274,English,USA,R,21000000,2008,7.5,2.35,13000
Hayao Miyazaki,174,6000,Billy Crudup,745,Jada Pinkett Smith,851,Minnie Driver,893,2298191,Princess MononokeÂ ,221552,2710,570,Japanese,Japan,PG-13,2400000000,1997,8.4,1.85,11000
Jean-Paul Rappeneau,69,22,Virginie Ledoyen,413,Peter Coyote,548,Isabelle Adjani,572,2353728,Bon voyageÂ ,4293,1776,53,French,France,PG-13,20000000,2003,6.9,2.35,235
Nancy Walker,26,42,Caitlyn Jenner,161,Randy Jones,174,Steve Guttenberg,801,2000000,Can't Stop the MusicÂ ,2998,1462,74,English,USA,PG,20000000,1980,4.5,2.35,1000
John Hillcoat,168,214,Danny Huston,430,Noah Taylor,509,Ray Winstone,1000,1900725,The PropositionÂ ,43205,2129,232,English,Australia,R,2000000,2005,7.4,2.35,0
Angelo Pizzo,27,14,Brent Anderson,400,Finn Wittrock,769,Donny Boaz,2000,2246000,CourageÂ ,2302,3384,20,English,USA,PG,20000000,2015,7,2.35,0
Richard Benjamin,28,121,Paula GarcÃ©s,587,Jane Krakowski,624,Damon Wayans,836,1646664,Marci XÂ ,4518,2467,66,English,USA,R,20000000,2003,2.8,1.85,241
Kurt Wimmer,146,110,Sean Pertwee,722,Emily Watson,876,Christian Bale,23000,1190018,EquilibriumÂ ,261317,25088,1137,English,USA,R,20000000,2002,7.5,2.35,20000
Roger Spottiswoode,67,55,Matthew Walker,2,Guang Li,10,Radha Mitchell,991,1027749,The Children of Huang ShiÂ ,8087,1003,33,English,Australia,R,40000000,2008,7.1,2.35,1000
James Gray,93,115,Faye Dunaway,977,Ellen Burstyn,1000,Charlize Theron,9000,882710,The YardsÂ ,16215,11433,138,English,USA,R,24000000,2000,6.4,2.35,401
Matthew Diamond,28,12,Toni Braxton,231,Garrett Clayton,532,Chazz Palminteri,979,1064277,The Oogieloves in the Big Balloon AdventureÂ ,14015,1978,83,English,USA,G,20000000,2012,6.7,,831
Angelina Jolie Pitt,131,11000,Melvil Poupaud,188,Angelina Jolie Pitt,11000,Brad Pitt,11000,531009,By the SeaÂ ,7976,22319,61,English,USA,R,10000000,2015,5.3,2.35,0
Katsuhiro Ã”tomo,105,78,Rosalind Ayres,101,Robin Atkin Downes,336,William Hootkins,488,410388,SteamboyÂ ,13727,991,79,Japanese,Japan,PG-13,2127519898,2004,6.9,1.85,973
David Anspaugh,21,25,Jimmy Jean-Louis,407,Costas Mandylor,723,Gerard Butler,18000,375474,The Game of Their LivesÂ ,2613,20354,46,English,USA,PG,20000000,2005,6.2,2.35,445
Andrew Jarecki,140,46,Frank Langella,902,Kirsten Dunst,4000,Ryan Gosling,33000,578382,All Good ThingsÂ ,41249,39515,67,English,USA,R,,2010,6.3,1.85,0
Kevin Reynolds,9,58,Sandrine Holt,324,Jason Scott Lee,533,Esai Morales,699,305070,Rapa NuiÂ ,3843,1592,25,English,USA,R,20000000,1994,6.4,2.35,399
Stephen Chow,83,0,Chi Chung Lam,3,Yuqi Zhang,33,Jiao Xu,46,206678,CJ7Â ,11391,82,66,Cantonese,Hong Kong,PG,,2008,6.5,2.35,1000
Jean-Marie PoirÃ©,8,8,Marie-Anne Chazel,11,Philippe Nahon,56,Christian Clavier,106,146072,Les couloirs du temps: Les visiteurs IIÂ ,7147,182,16,French,France,,140000000,1998,6,2.35,136
Kevin Munroe,138,14,Anita Briem,311,Laura Spencer,368,Marco St. John,403,1183354,Dylan Dog: Dead of NightÂ ,13026,1577,75,English,USA,PG-13,20000000,2010,5.1,2.35,0
Daniel Algrant,42,3,Mark Webber,442,Richard Schiff,506,Al Pacino,14000,121972,People I KnowÂ ,9868,15612,81,English,USA,R,22000000,2002,5.5,1.85,217
,,,Ewen Solon,9,George Coulouris,11,Peter Vaughan,310,,The Doombolt ChaseÂ             ,18,344,,English,UK,,,,7.2,,0
Julie Taymor,92,278,Tom Conti,181,Reeve Carney,602,Djimon Hounsou,3000,263365,The TempestÂ ,6147,3785,36,English,USA,PG-13,20000000,2010,5.4,2.35,0
Alejandro AmenÃ¡bar,140,448,Julian Richings,648,Aaron Ashmore,750,Emma Watson,9000,54734,RegressionÂ ,20821,10982,62,English,Spain,R,,2015,5.7,2.35,0
Jane Clark,,23,Elea Oberon,51,Traci Dinwiddie,281,Necar Zadegan,344,,The TouchÂ ,118,726,,English,USA,,13000,2007,5.2,1.85,30
Daniel Lee,29,10,Andy On,60,Sammo Kam-Bo Hung,472,Andy Lau,483,,Three Kingdoms: Resurrection of the DragonÂ ,5154,1113,29,Mandarin,China,R,25000000,2008,6.2,2.35,314
Mike Barker,29,5,Callum Rennie,716,Nicholas Lea,867,Gerard Butler,18000,,ShatteredÂ ,25450,20472,118,English,UK,R,20000000,2007,6.7,2.35,0
Wayne Thornley,39,0,Noureen DeWulf,700,Phil LaMarr,857,Leonard Nimoy,12000,,ZambeziaÂ ,5203,15680,11,English,South Africa,G,20000000,2012,5.8,1.78,1000
Gnana Rajasekaran,2,0,Kevin McGowan,7,Michael Lieber,36,Mani Bharathi,109,,RamanujanÂ ,102,164,1,English,India,,,2014,7,2.35,58
Tom Walsh,2,2,Jacqueline Lovell,53,Maggie Wheeler,282,Joey D. Vieira,729,,Dwegons and LeprechaunsÂ ,50,1092,3,English,USA,PG,20000000,2014,4.8,,70
Jonathan Jakubowicz,,23,Edgar RamÃ­rez,897,Jurnee Smollett-Bell,2000,Robert De Niro,22000,,Hands of StoneÂ ,178,27425,1,English,Panama,R,20000000,2016,7.2,,0
James McTeigue,64,160,Robert Forster,889,Roger Rees,1000,Milla Jovovich,14000,,SurvivorÂ ,21833,17957,101,English,USA,PG-13,20000000,2015,5.6,2.35,0
Scott Walker,120,17,Jodi Lyn O'Keefe,897,Radha Mitchell,991,Nicolas Cage,12000,,The Frozen GroundÂ ,43879,16355,133,English,USA,R,27220000,2013,6.4,2.35,11000
John Curran,143,43,Alan David,7,Sally Hawkins,594,Toby Jones,2000,8047690,The Painted VeilÂ ,77656,2608,220,Mandarin,China,PG-13,19400000,2006,7.5,2.35,0
Uli Edel,160,34,Martina Gedeck,155,Alexandra Maria Lara,471,Moritz Bleibtreu,486,476270,The Baader Meinhof ComplexÂ ,29602,1601,110,German,Germany,R,20000000,2008,7.4,1.85,0
Kevin Costner,92,0,Maury Chaykin,232,Michael Spears,839,Mary McDonnell,933,184208848,Dances with WolvesÂ ,186485,2398,382,English,USA,PG-13,22000000,1990,8,2.35,0
Jake Kasdan,286,52,Phyllis Smith,384,John Michael Higgins,957,Justin Timberlake,3000,100292856,Bad TeacherÂ ,160418,5547,296,English,USA,R,20000000,2011,5.7,1.85,16000
Harold Becker,43,17,Ellen Barkin,551,Michael O'Neill,599,Al Pacino,14000,58571513,Sea of LoveÂ ,30213,15914,112,English,USA,R,19000000,1989,6.8,1.85,0
Mark Rosman,69,15,Julie Gonzalo,528,Lin Shaye,852,Dan Byrd,1000,51431160,A Cinderella StoryÂ ,62861,3092,232,English,USA,PG,20000000,2004,5.9,1.85,0
Wes Craven,242,0,Roger Jackson,157,W. Earl Brown,422,David Arquette,611,103001286,ScreamÂ ,222018,1212,869,English,USA,R,15000000,1996,7.2,2.35,11000
Steve Beck,149,17,F. Murray Abraham,670,Embeth Davidtz,795,Shannon Elizabeth,1000,41867960,Thir13en GhostsÂ ,65512,3023,478,English,USA,R,20000000,2001,5.5,1.33,0
Stanley Kubrick,253,0,Joe Turkel,413,Shelley Duvall,629,Scatman Crothers,888,,The ShiningÂ ,610333,2560,1320,English,USA,R,19000000,1980,8.4,1.37,37000
Robert Zemeckis,198,0,J.J. Cohen,459,Thomas F. Wilson,690,Lea Thompson,1000,210609762,Back to the FutureÂ ,732212,3230,809,English,USA,PG,19000000,1985,8.5,1.18,39000
William Malone,147,37,Bridgette Wilson-Sampras,545,Peter Gallagher,828,Jeffrey Combs,885,40846082,House on Haunted HillÂ ,45317,2872,536,English,USA,R,19000000,1999,5.6,1.37,0
Tyler Perry,36,0,Hope Olaide Wilson,256,Mary J. Blige,269,Eric Mendenhall,607,51697449,I Can Do Bad All by MyselfÂ ,8346,1465,59,English,USA,PG-13,13000000,2009,4.1,1.85,1000
Rob Hawk,6,97,Cabrina Collesides,319,Erin O'Brien,634,Kari J. Kramer,731,,Fight ValleyÂ ,60,2374,6,English,USA,,27000000,2016,5,,1000
Josh Gordon,181,8,Kelli Barrett,110,Scott Elrod,449,Caroline Dhavernas,544,27758465,The SwitchÂ ,77987,1292,120,English,USA,PG-13,19000000,2010,6.1,2.35,0
